Activation log on 2014-December-10 (SIM cards activated)
089190136----[Mr Aaron Stewart](24/Jun/1971)(gqmvfv@live.com)(10 Simmons Street, Box Hill North, VIC 3129)(Tertiary education ID: 5350809)(Plan: FreedomNightsBonus)
088762158----[Mr Matthew Downie](2014-12-15 11:47:13)(26/Sep/1983)(m78g07@qq.com)(17 St Laurent Rise, Knoxfield, VIC 3180)(Tertiary education ID: 5816606)(Plan: FreedomNightsBonus)
088762133----[Mr Max Keane](2014-12-15 11:49:57)(23/Jun/1982)(mfx3g3@126.com)(305 Barker Street, Castlemaine, VIC 3450)(Tertiary education ID: 6085369)(Plan: FreedomNightsBonus)
088762125----[Mr Melissa Bertei](2014-12-15 11:50:50)(14/Apr/1970)(w044lj@qq.com)(55 Argyll Circuit, Melton West, VIC 3337)(Tertiary education ID: 3733425)(Plan: FreedomNightsBonus)
088762257----[Mr Michael Graham](2014-12-15 11:51:47)(2/Aug/1995)(l8f58u@live.com)(102 Raleigh Road, Maribyrnong, VIC 3032)(Tertiary education ID: 2048497)(Plan: FreedomNightsBonus)
088762240----[Mr Michelle Gathercole](2014-12-15 11:52:44)(19/Apr/1977)(wkbk7o@126.com)(21 Glendale Court, Kilsyth, VIC 3137)(Tertiary education ID: 220874)(Plan: FreedomNightsBonus)
088762232----[Mr Miranda Bonisch](2014-12-15 11:53:36)(3/Jul/1981)(q8hd7e@qq.com)(4 Morley Crescent, Highett, VIC 3190)(Tertiary education ID: 90285)(Plan: FreedomNightsBonus)
088762224----[Mr Mischa Pearson](2014-12-15 11:54:49)(17/Apr/1978)(y3kuvo@yahoo.com.au)(33 Orchard Crescent, Mont Albert North, VIC 3129)(Tertiary education ID: 8597193)(Plan: FreedomNightsBonus)
088762216----[Mr Mitch Brown](2014-12-15 11:56:19)(13/Nov/1982)(mwd556@qq.com)(9 Miller Street, Thornbury, VIC 3071)(Tertiary education ID: 3522573)(Plan: FreedomNightsBonus)
088762208----[Mr Ms Lisa Scarlett](2014-12-15 11:57:29)(27/Nov/1974)(o0hnh3@163.com)(13 School Road, Ferny Creek, VIC 3786)(Tertiary education ID: 4468838)(Plan: FreedomNightsBonus)
089194625----[Mr Narelle Maffei](2014-12-15 11:58:22)(3/Jan/1971)(b04bbo@yeah.net)(1 Arwon Court, New Gisborne, VIC 3438)(Tertiary education ID: 6480601)(Plan: FreedomNightsBonus)
089195002----[Mr Natalie Firth](2014-12-15 11:59:24)(21/Aug/1970)(ln73v3@126.com)(15 Blue Wren Rise, Carrum Downs, VIC 3201)(Tertiary education ID: 943772)(Plan: FreedomNightsBonus)
088762190----[Mr Nattakarn Rungratanasoontorn](2014-12-15 12:00:15)(14/Sep/1973)(ahbzcs@live.com)(5 Sheila Court, Thomastown, VIC 3074)(Tertiary education ID: 5456456)(Plan: FreedomNightsBonus)
088762182----[Mr Nazeeha Nawas](2014-12-15 12:01:07)(27/Aug/1978)(c7g6dr@gmail.com)(11 Jacqueline Drive, Aspendale Gardens, VIC 3195)(Tertiary education ID: 499310)(Plan: FreedomNightsBonus)
089194849----[Mr Nguyen Nguyen](2014-12-15 12:02:53)(26/Mar/1974)(rjgqeh@126.com)(33 Orchard Crescent, Mont Albert North, VIC 3129)(Tertiary education ID: 6759926)(Plan: FreedomNightsBonus)
089227300----[Mr Nick Kirk](2014-12-15 12:03:49)(9/Apr/1990)(mzyhni@163.com)(58 Robinlee Avenue, Burwood East, VIC 3151)(Tertiary education ID: 7100682)(Plan: FreedomNightsBonus)
088762174----[Mr Pjkyedl Andrews](2014-12-15 12:04:53)(14/Mar/1990)(czbc1n@hotmail.com)(3A Thornton Crescent, Mitcham, VIC 3132)(Tertiary education ID: 8749343)(Plan: FreedomNightsBonus)
088762166----[Mr Peter Lee](2014-12-15 12:05:49)(9/Mar/1977)(x0yv3b@live.com)(100 Durham Road, Surrey Hills, VIC 3127)(Tertiary education ID: 3160596)(Plan: FreedomNightsBonus)
088762265----[Mr Prashant Karavadia](2014-12-15 12:07:11)(27/Nov/1983)(ti2mue@yahoo.com.au)(15 Midnight Rise, Cranbourne East, VIC 3977)(Tertiary education ID: 3801630)(Plan: FreedomNightsBonus)
Activation log on 2014-December-16 (SIM cards activated)
089194773----[Mr Qaisar Bashir](2014-12-16 09:55:48)(25/May/1972)(b11v7p@yeah.net)(41 Trudewind Road, Wodonga, VIC 3690)(Tertiary education ID: 3151633)(Plan: FreedomNightsBonus)
088762117----[Mr Rajneel Prasad](2014-12-16 09:56:49)(5/Nov/1990)(rypdsb@gmail.com)(33 Orchard Crescent, Mont Albert North, VIC 3129)(Tertiary education ID: 5883924)(Plan: FreedomNightsBonus)
088762109----[Mr Robert Seery](2014-12-16 09:57:43)(7/Jun/1983)(pwsj4q@gmail.com)(21 Jamboree Avenue, Frankston South, VIC 3199)(Tertiary education ID: 3872471)(Plan: FreedomNightsBonus)
088762091----[Mr Ron Charlton](2014-12-16 09:58:37)(22/Jul/1985)(msko4m@126.com)(83 Nunns Road, Mornington, VIC 3931)(Tertiary education ID: 6820270)(Plan: FreedomNightsBonus)
088762083----[Mr Ross Hetherington](2014-12-16 10:00:07)(22/Apr/1988)(ktivl1@163.com)(19 Salisbury Road, Ashwood, VIC 3147)(Tertiary education ID: 7161490)(Plan: FreedomNightsBonus)
088762075----[Mr Sacha Quick](2014-12-16 10:01:23)(4/Nov/1972)(u2yee4@yahoo.com.au)(8 Conrad Terrace, Taylors Hill, VIC 3037)(Tertiary education ID: 269119)(Plan: FreedomNightsBonus)
089194930----[Mr Sally Williams](2014-12-16 10:02:43)(27/Apr/1983)(wfibmo@hotmail.com)(128 Easey Street, Collingwood, VIC 3066)(Tertiary education ID: 1341322)(Plan: FreedomNightsBonus)
089194922----[Mr Sam Hayes](2014-12-16 10:03:39)(9/Mar/1975)(fl0llc@live.com)(31 Hillview Drive, Kilsyth, VIC 3137)(Tertiary education ID: 7418207)(Plan: FreedomNightsBonus)
088762067----[Mr Samantha Morrison](2014-12-16 10:04:37)(19/Sep/1971)(cr1rtf@gmail.com)(12 Lancaster Avenue, Narre Warren, VIC 3805)(Tertiary education ID: 4336720)(Plan: FreedomNightsBonus)
088762059----[Mr Samantha Thornbury](2014-12-16 10:05:30)(25/Feb/1980)(g1ghny@hotmail.com)(3 Tuttawatta Road, Selby, VIC 3159)(Tertiary education ID: 8715716)(Plan: FreedomNightsBonus)
088762018----[Mr Sandra Vilosky](2014-12-16 10:06:25)(16/Feb/1994)(l21hyo@gmail.com)(4 Sinns Avenue, Werribee, VIC 3030)(Tertiary education ID: 3424484)(Plan: FreedomNightsBonus)
088227020----[Mr Sarah Grainger](2014-12-16 10:07:24)(2/Feb/1990)(nt5ath@live.com)(10 Olivia Way, Hastings, VIC 3915)(Tertiary education ID: 8816469)(Plan: FreedomNightsBonus)
088762273----[Mr Sarah Mclean](2014-12-16 10:08:50)(24/Jun/1977)(eacaej@qq.com)(63 Myers Road, Bittern, VIC 3918)(Tertiary education ID: 6723323)(Plan: FreedomNightsBonus)
088762281----[Mr Sarah Naguib](2014-12-16 10:10:11)(12/May/1992)(hycrs1@yeah.net)(23 Calder Highway, Diggers Rest, VIC 3427)(Tertiary education ID: 2281570)(Plan: FreedomNightsBonus)
088762141----[Mr Sarah Taylor](2014-12-16 10:11:04)(20/Aug/1993)(aa3jg1@qq.com)(63 Myers Road, Bittern, VIC 3918)(Tertiary education ID: 5884850)(Plan: FreedomNightsBonus)
088227350----[Mr Sarah Wooden](2014-12-16 10:12:32)(6/Feb/1978)(tmfjrl@yeah.net)(844 Pascoe Vale Road, Glenroy, VIC 3046)(Tertiary education ID: 6807832)(Plan: FreedomNightsBonus)
088762042----[Mr Shamal Sharma](2014-12-16 10:13:25)(7/Jan/1992)(lg2l8s@bigpond.com)(183 Maroondah Highway, Chirnside Park, VIC 3116)(Tertiary education ID: 3728417)(Plan: FreedomNightsBonus)
088762034----[Mr Shani Glynn](2014-12-16 10:14:40)(18/Oct/1990)(lejv0b@qq.com)(865 High Street Road, Glen Waverley, VIC 3150)(Tertiary education ID: 294726)(Plan: FreedomNightsBonus)
088762026----[Mr Sharon Smith](2014-12-16 10:16:02)(13/May/1988)(tv73kp@hotmail.com)(626 Victoria Street, North Melbourne, VIC 3051)(Tertiary education ID: 2778658)(Plan: FreedomNightsBonus)
089190425----[Mr Sreena Ananda](2014-12-16 10:17:06)(21/Nov/1973)(wu6pl7@yeah.net)(90 Westlake Drive, Melton West, VIC 3337)(Tertiary education ID: 3980187)(Plan: FreedomNightsBonus)
089190474----[Mr Steve Wald](2014-12-16 10:18:03)(25/May/1973)(oh870u@hotmail.com)(68 Bellfield Drive, Craigieburn, VIC 3064)(Tertiary education ID: 3484308)(Plan: FreedomNightsBonus)
089190458----[Mr Steven Bull](2014-12-16 10:19:22)(4/Feb/1985)(khyw30@yeah.net)(31 Hillview Drive, Kilsyth, VIC 3137)(Tertiary education ID: 5150303)(Plan: FreedomNightsBonus)
089190433----[Mr Stuart Mclaren](2014-12-16 10:20:18)(11/Sep/1993)(lt28iw@126.com)(11 Greenwood Street, Newcomb, VIC 3219)(Tertiary education ID: 2379749)(Plan: FreedomNightsBonus)
089190490----[Mr Sue Walker](2014-12-16 10:21:17)(22/Jan/1983)(yqzs7w@hotmail.com)(844 Pascoe Vale Road, Glenroy, VIC 3046)(Tertiary education ID: 2025496)(Plan: FreedomNightsBonus)
089194732----[Mr Tina Foo](2014-12-16 10:22:25)(8/Mar/1982)(gjtcoo@gmail.com)(55 Brayshay Road, Newcomb, VIC 3219)(Tertiary education ID: 2296935)(Plan: FreedomNightsBonus)
089194997----[Mr Tracey Ramm](2014-12-16 10:23:27)(18/Apr/1991)(is5n12@gmail.com)(13 Belford Avenue, Kew East, VIC 3102)(Tertiary education ID: 3586304)(Plan: FreedomNightsBonus)
089194724----[Mr Tracy Ipkil](2014-12-16 10:24:22)(5/Nov/1978)(j50u61@sohu.com)(104 Shaftsbury Street, Coburg, VIC 3058)(Tertiary education ID: 6535737)(Plan: FreedomNightsBonus)
089194914----[Mr Troy Mckenna](2014-12-16 10:25:23)(2/Jun/1977)(fml6us@163.com)(55 Mitchell Street, Maribyrnong, VIC 3032)(Tertiary education ID: 2580439)(Plan: FreedomNightsBonus)
089194815----[Mr Unchalee Sakulchua](2014-12-16 10:26:23)(24/Jun/1991)(qfeusn@hotmail.com)(59 Graham Street, Newport, VIC 3015)(Tertiary education ID: 3386702)(Plan: FreedomNightsBonus)
089194567----[Mr Valerie Furniss](2014-12-16 10:27:16)(19/Apr/1984)(jcotw1@yeah.net)(38 Royal Street, Upwey, VIC 3158)(Tertiary education ID: 6269701)(Plan: FreedomNightsBonus)
089194559----[Mr Yasmin Mounajed](2014-12-16 10:28:10)(3/Nov/1983)(mm3pr4@163.com)(10 Olivia Way, Hastings, VIC 3915)(Tertiary education ID: 6693914)(Plan: FreedomNightsBonus)
089227391----[Mr Yong Yin Zhang](2014-12-16 10:29:35)(4/Mar/1995)(ou34e8@live.com)(75 Almurta Avenue, Coolaroo, VIC 3048)(Tertiary education ID: 8666873)(Plan: FreedomNightsBonus)
089227383----[Mr Zhong Zheng](2014-12-16 10:30:30)(13/Oct/1981)(q1rb5i@yeah.net)(57 Woodville Street, Balwyn North, VIC 3104)(Tertiary education ID: 5009644)(Plan: FreedomNightsBonus)
089227375----[Mr Ziad Mighishghis](2014-12-16 10:31:21)(4/Jul/1991)(bgduml@gmail.com)(48 Mosman Close, Wantirna South, VIC 3152)(Tertiary education ID: 5880541)(Plan: FreedomNightsBonus)
089194526----[Mr Maddie Briggs](2014-12-16 10:32:14)(3/Jun/1992)(uz12qn@163.com)(87 McMahons Road, Frankston, VIC 3199)(Tertiary education ID: 2980228)(Plan: FreedomNightsBonus)
089194518----[Mr Mu Du](2014-12-16 10:33:19)(9/Oct/1995)(q25vp1@hotmail.com)(491 Springhill Road, Spring Hill, VIC 3444)(Tertiary education ID: 1547357)(Plan: FreedomNightsBonus)
089227326----[Mr Alexandra Storey](2014-12-16 10:34:12)(10/Jan/1988)(oxm0cx@gmail.com)(31 Hillview Drive, Kilsyth, VIC 3137)(Tertiary education ID: 5707966)(Plan: FreedomNightsBonus)
089227318----[Mr Alicia Kearney](2014-12-16 10:35:11)(7/Jan/1980)(l588bc@qq.com)(18 Andrew Street, Northcote, VIC 3070)(Tertiary education ID: 269571)(Plan: FreedomNightsBonus)
089194757----[Mr Amer Maadleh](2014-12-16 10:36:03)(12/Oct/1978)(h0gzv6@bigpond.com)(729 Fogartys Gap Road, Walmer, VIC 3463)(Tertiary education ID: 6141408)(Plan: FreedomNightsBonus)
089194740----[Mr Andrew Calvert](2014-12-16 10:37:01)(22/Aug/1987)(twygp5@bigpond.com)(58 Robinlee Avenue, Burwood East, VIC 3151)(Tertiary education ID: 6089234)(Plan: FreedomNightsBonus)
089227243----[Mr Andrew Coutts](2014-12-16 11:48:15)(20/Jan/1973)(ekc5mj@sohu.com)(102 Raleigh Road, Maribyrnong, VIC 3032)(Tertiary education ID: 8954689)(Plan: FreedomNightsBonus)
089194856----[Mr Anthony Obrien](2014-12-16 10:39:04)(15/Apr/1995)(wh6a0c@hotmail.com)(5 Sheila Court, Thomastown, VIC 3074)(Tertiary education ID: 5683780)(Plan: FreedomNightsBonus)
089227334----[Mr Ashalay Price](2014-12-16 10:40:24)(23/Apr/1970)(hyfdjv@live.com)(17 Aspera Way, Kangaroo Flat, VIC 3555)(Tertiary education ID: 7868349)(Plan: FreedomNightsBonus)
089227136----[Mr Ashdown Ingram](2014-12-16 10:41:22)(9/Nov/1982)(nt2ojx@qq.com)(3 Tuttawatta Road, Selby, VIC 3159)(Tertiary education ID: 3540416)(Plan: FreedomNightsBonus)
089227342----[Mr Ashleigh Donaldson](2014-12-16 10:42:47)(26/Apr/1995)(adb2bh@hotmail.com)(305 Barker Street, Castlemaine, VIC 3450)(Tertiary education ID: 2094390)(Plan: FreedomNightsBonus)
089194948----[Mr Bianca Baluyot](2014-12-16 10:43:41)(14/Feb/1977)(srrr8h@yahoo.com.au)(24 Johnston Way, Taylors Hill, VIC 3037)(Tertiary education ID: 4504469)(Plan: FreedomNightsBonus)
089227235----[Mr Brittni Rippon](2014-12-16 10:45:03)(22/Jul/1971)(kh6b23@gmail.com)(4 Nature Park Rise, Yarra Junction, VIC 3797)(Tertiary education ID: 3008103)(Plan: FreedomNightsBonus)
089194583----[Mr Calea Pigott](2014-12-16 10:46:12)(15/Jun/1971)(smhath@bigpond.com)(22 Seventh Avenue, Altona North, VIC 3025)(Tertiary education ID: 7960777)(Plan: FreedomNightsBonus)
089194591----[Mr Caloundra Chamber Commerce](2014-12-16 10:47:12)(21/Oct/1984)(hpjl21@126.com)(208 Princes Street, Traralgon, VIC 3844)(Tertiary education ID: 1539269)(Plan: FreedomNightsBonus)
089194575----[Mr Carla Telford](2014-12-16 10:48:03)(23/Mar/1992)(jgy0l5@yahoo.com.au)(7 Ambrose Court, Berwick, VIC 3806)(Tertiary education ID: 5423916)(Plan: FreedomNightsBonus)
089194906----[Mr Casey Hodgkinson](2014-12-16 10:49:37)(7/Mar/1985)(ltanze@bigpond.com)(305 Barker Street, Castlemaine, VIC 3450)(Tertiary education ID: 2442343)(Plan: FreedomNightsBonus)
089227367----[Mr Chantelle Flynn](2014-12-16 10:50:51)(18/Jul/1972)(ob6h5z@live.com)(15 Blue Wren Rise, Carrum Downs, VIC 3201)(Tertiary education ID: 3425160)(Plan: FreedomNightsBonus)
089194963----[Mr Christina Curry](2014-12-16 10:51:47)(22/Feb/1988)(lmnz7e@yeah.net)(24 Platypus Drive, Mt Clear, VIC 3350)(Tertiary education ID: 2861138)(Plan: FreedomNightsBonus)
089194898----[Mr Corrie Mcquil](2014-12-16 10:52:42)(11/Apr/1994)(k2rrk3@gmail.com)(10 Simmons Street, Box Hill North, VIC 3129)(Tertiary education ID: 4499375)(Plan: FreedomNightsBonus)
089227359----[Mr Crystal Rice](2014-12-16 10:54:03)(19/Feb/1978)(nr4bm3@yahoo.com.au)(24 Johnston Way, Taylors Hill, VIC 3037)(Tertiary education ID: 1961911)(Plan: FreedomNightsBonus)
089194955----[Mr Damien Freeman](2014-12-16 10:54:57)(2/Mar/1971)(xwa8cd@yeah.net)(4 Sinns Avenue, Werribee, VIC 3030)(Tertiary education ID: 1517304)(Plan: FreedomNightsBonus)
081780629----[Mr Dan Mollica](2014-12-16 10:55:53)(5/Oct/1987)(bbbvf5@gmail.com)(11 Greenwood Street, Newcomb, VIC 3219)(Tertiary education ID: 2118299)(Plan: FreedomNightsBonus)
081780611----[Mr Darlene Toll](2014-12-16 10:56:48)(27/Jun/1985)(gpczka@sohu.com)(48 Mosman Close, Wantirna South, VIC 3152)(Tertiary education ID: 67117)(Plan: FreedomNightsBonus)
081780983----[Mr Darren Salmon](2014-12-16 10:57:41)(15/Mar/1978)(sp681m@126.com)(865 High Street Road, Glen Waverley, VIC 3150)(Tertiary education ID: 7300093)(Plan: FreedomNightsBonus)
089194880----[Mr Darryl Kershaw](2014-12-16 10:58:34)(5/Jun/1972)(dy53pu@sohu.com)(83 Nunns Road, Mornington, VIC 3931)(Tertiary education ID: 8568602)(Plan: FreedomNightsBonus)
081780959----[Mr Debra Rolfe](2014-12-16 10:59:37)(13/May/1974)(osywmw@live.com)(55 Argyll Circuit, Melton West, VIC 3337)(Tertiary education ID: 2000111)(Plan: FreedomNightsBonus)
081780660----[Mr Dione Glebov](2014-12-16 11:00:29)(18/Feb/1977)(v6e2na@gmail.com)(33 Orchard Crescent, Mont Albert North, VIC 3129)(Tertiary education ID: 1074391)(Plan: FreedomNightsBonus)
081780652----[Mr Donald Mckern](2014-12-16 11:01:27)(14/Jan/1973)(ga2f7h@yeah.net)(208 Princes Street, Traralgon, VIC 3844)(Tertiary education ID: 8601494)(Plan: FreedomNightsBonus)
089194872----[Mr Donna Anthony](2014-12-16 11:02:32)(13/Apr/1971)(ezx8jv@live.com)(525 Kings Road, Taylors Lakes, VIC 3038)(Tertiary education ID: 7561374)(Plan: FreedomNightsBonus)
081780645----[Mr Emma Brooke](2014-12-16 11:03:24)(27/May/1993)(m0wx1q@yahoo.com.au)(98 Blackburn Road, Blackburn, VIC 3130)(Tertiary education ID: 7554333)(Plan: FreedomNightsBonus)
081780637----[Mr Giles Websterhawes](2014-12-16 11:04:19)(22/Apr/1971)(x8bf55@yahoo.com.au)(90 Westlake Drive, Melton West, VIC 3337)(Tertiary education ID: 4993656)(Plan: FreedomNightsBonus)
081780702----[Mr Himal Perera](2014-12-16 11:05:13)(22/Oct/1971)(f0r261@163.com)(88 Robertson Street, Morwell, VIC 3840)(Tertiary education ID: 4998915)(Plan: FreedomNightsBonus)
081780694----[Mr Ibrahim Bozkurt](2014-12-16 11:06:10)(8/Oct/1994)(usrq7v@live.com)(7 Ambrose Court, Berwick, VIC 3806)(Tertiary education ID: 8613442)(Plan: FreedomNightsBonus)
089194864----[Mr Jack Pocock](2014-12-16 11:07:15)(12/Apr/1995)(ip6rey@bigpond.com)(71 McNamara Street, Macleod, VIC 3085)(Tertiary education ID: 1587048)(Plan: FreedomNightsBonus)
089194708----[Mr James Parisi](2014-12-16 11:08:16)(25/May/1993)(i060i0@qq.com)(4 Nature Park Rise, Yarra Junction, VIC 3797)(Tertiary education ID: 1121108)(Plan: FreedomNightsBonus)
081780686----[Mr Janardan Andrews](2014-12-16 11:09:08)(12/Sep/1971)(iovfoy@163.com)(24 Johnston Way, Taylors Hill, VIC 3037)(Tertiary education ID: 647377)(Plan: FreedomNightsBonus)
081780678----[Mr Jason Heard](2014-12-16 11:10:01)(14/Apr/1991)(dvaqh5@yahoo.com.au)(25 Robinson Street, Dandenong, VIC 3175)(Tertiary education ID: 2489118)(Plan: FreedomNightsBonus)
089194641----[Mr Jayson Matthews](2014-12-16 11:11:04)(21/Jul/1994)(vyyybj@yeah.net)(18 Colonus Street, Kurunjang, VIC 3337)(Tertiary education ID: 6590684)(Plan: FreedomNightsBonus)
081780744----[Mr Jose Manuel Alvarez Gonzalez](2014-12-16 11:11:55)(10/May/1992)(kekx7v@sohu.com)(3 Tuttawatta Road, Selby, VIC 3159)(Tertiary education ID: 6730483)(Plan: FreedomNightsBonus)
081780736----[Mr Joy Rigby](2014-12-16 11:13:13)(10/Jan/1993)(y52g3p@yeah.net)(22 Seventh Avenue, Altona North, VIC 3025)(Tertiary education ID: 2522459)(Plan: FreedomNightsBonus)
089227458----[Mr Judy Barker](2014-12-16 11:14:19)(27/Mar/1995)(d3u344@live.com)(44 Carlisle Street, St Kilda, VIC 3182)(Tertiary education ID: 1641254)(Plan: FreedomNightsBonus)
081780728----[Mr Karyn Wood](2014-12-16 11:15:18)(19/Sep/1977)(qeiw1z@bigpond.com)(626 Victoria Street, North Melbourne, VIC 3051)(Tertiary education ID: 2529256)(Plan: FreedomNightsBonus)
081780710----[Mr Kath Williams](2014-12-16 11:16:08)(26/Jun/1988)(k4bhlc@qq.com)(55 Brayshay Road, Newcomb, VIC 3219)(Tertiary education ID: 3253306)(Plan: FreedomNightsBonus)
081780793----[Mr Kathryn Hocking](2014-12-16 11:17:06)(15/Nov/1980)(a0pd3y@163.com)(24 Johnston Way, Taylors Hill, VIC 3037)(Tertiary education ID: 6529357)(Plan: FreedomNightsBonus)
089227466----[Mr Katisha Fidock](2014-12-16 11:18:24)(8/Nov/1986)(tuxgbj@yahoo.com.au)(305 Barker Street, Castlemaine, VIC 3450)(Tertiary education ID: 3879855)(Plan: FreedomNightsBonus)
081780785----[Mr Katrina Wall](2014-12-16 11:19:14)(11/Oct/1988)(lt8l6t@qq.com)(21 Jamboree Avenue, Frankston South, VIC 3199)(Tertiary education ID: 1064832)(Plan: FreedomNightsBonus)
089227185----[Mr Kayla Spriggs](2014-12-16 11:20:30)(9/Feb/1990)(f0bjvs@qq.com)(11 Greenwood Street, Newcomb, VIC 3219)(Tertiary education ID: 1388209)(Plan: FreedomNightsBonus)
089227482----[Mr Kerry Mckenzie](2014-12-16 11:21:28)(6/Mar/1981)(dk8jts@163.com)(865 High Street Road, Glen Waverley, VIC 3150)(Tertiary education ID: 4989605)(Plan: FreedomNightsBonus)
089194682----[Mr Krystin Byrne](2014-12-16 11:22:22)(23/Sep/1988)(y4616h@126.com)(13 School Road, Ferny Creek, VIC 3786)(Tertiary education ID: 5884820)(Plan: FreedomNightsBonus)
081780512----[Mr Lauren Bailey](2014-12-16 11:23:18)(14/Nov/1995)(huf44t@126.com)(18 Andrew Street, Northcote, VIC 3070)(Tertiary education ID: 5845396)(Plan: FreedomNightsBonus)
081780975----[Mr Leah Curtis](2014-12-16 11:24:21)(25/Feb/1990)(ihrco3@hotmail.com)(55 Mitchell Street, Maribyrnong, VIC 3032)(Tertiary education ID: 4804630)(Plan: FreedomNightsBonus)
089227250----[Mr Lee Peers](2014-12-16 11:25:23)(22/Jan/1984)(ggvndn@qq.com)(23 Fifth Avenue, Dandenong, VIC 3175)(Tertiary education ID: 5374120)(Plan: FreedomNightsBonus)
081780967----[Mr Lesley Fawkes](2014-12-16 11:26:16)(8/Sep/1985)(nkr1ng@hotmail.com)(18 Colonus Street, Kurunjang, VIC 3337)(Tertiary education ID: 2433670)(Plan: FreedomNightsBonus)
081780801----[Mr Lisa Krygger](2014-12-16 11:27:20)(27/Nov/1985)(yjb8it@126.com)(22 Seventh Avenue, Altona North, VIC 3025)(Tertiary education ID: 3291618)(Plan: FreedomNightsBonus)
081780553----[Mr Lynette Odonnell](2014-12-16 11:28:40)(1/Jun/1993)(ufv5lh@bigpond.com)(124 Keon Street, Thornbury, VIC 3071)(Tertiary education ID: 8900149)(Plan: FreedomNightsBonus)
081780546----[Mr Muekr Dawson](2014-12-16 11:49:38)(27/Nov/1992)(ekzp5a@bigpond.com)(4 Morley Crescent, Highett, VIC 3190)(Tertiary education ID: 6938476)(Plan: FreedomNightsBonus)
081780538----[Mr Madeleine Barker](2014-12-16 11:30:10)(22/Jul/1984)(r03v34@gmail.com)(59 Graham Street, Newport, VIC 3015)(Tertiary education ID: 5629763)(Plan: FreedomNightsBonus)
081780520----[Mr Mallissa Hepburn](2014-12-16 11:31:02)(20/Aug/1985)(vof5ml@163.com)(49A Grange Road, Caulfield East, VIC 3145)(Tertiary education ID: 3790277)(Plan: FreedomNightsBonus)
081780595----[Mr Mary Martinez](2014-12-16 11:31:58)(24/May/1995)(usncm1@hotmail.com)(19A Wilson Street, Brighton, VIC 3186)(Tertiary education ID: 8051440)(Plan: FreedomNightsBonus)
089227441----[Mr Matthew Connolly](2014-12-16 11:33:12)(15/Apr/1972)(bo6uz8@126.com)(21 Jamboree Avenue, Frankston South, VIC 3199)(Tertiary education ID: 723771)(Plan: FreedomNightsBonus)
081780587----[Mr Matthew Glithro](2014-12-16 11:34:11)(11/Mar/1970)(f36hoy@live.com)(13A Hillcrest Avenue, Ferntree Gully, VIC 3156)(Tertiary education ID: 3368962)(Plan: FreedomNightsBonus)
081780579----[Mr Maureen Mash](2014-12-16 11:35:06)(4/Mar/1980)(q48odh@qq.com)(10 Olivia Way, Hastings, VIC 3915)(Tertiary education ID: 6535416)(Plan: FreedomNightsBonus)
081780561----[Mr Michelle Rogers](2014-12-16 11:36:16)(23/Nov/1994)(lcjm2s@126.com)(32 Long Street, Langwarrin, VIC 3910)(Tertiary education ID: 7122328)(Plan: FreedomNightsBonus)
089194690----[Mr Nathan Dare](2014-12-16 11:37:11)(23/Jul/1992)(mxpjmp@hotmail.com)(13 School Road, Ferny Creek, VIC 3786)(Tertiary education ID: 2802592)(Plan: FreedomNightsBonus)
089227110----[Mr Noor Rahuma](2014-12-16 11:38:02)(13/Jan/1990)(wzrozo@hotmail.com)(1 Arwon Court, New Gisborne, VIC 3438)(Tertiary education ID: 7680430)(Plan: FreedomNightsBonus)
Activation log on 2014-December-17 (SIM cards activated)
089227094----[Mr Phang Weng Cheong](2014-12-17 11:23:01)(2/Feb/1991)(padlg0@bigpond.com)(58 Robinlee Avenue, Burwood East, VIC 3151)(Tertiary education ID: 6585959)(Plan: FreedomNightsBonus)
089227086----[Mr Raffaele Caccamo](2014-12-17 11:28:11)(5/Jun/1970)(iqisuj@126.com)(729 Fogartys Gap Road, Walmer, VIC 3463)(Tertiary education ID: 327512)(Plan: FreedomNightsBonus)
089194609----[Mr Rebbecca Wood](2014-12-17 11:33:29)(5/May/1977)(nlfd0z@126.com)(11 Jacqueline Drive, Aspendale Gardens, VIC 3195)(Tertiary education ID: 453409)(Plan: FreedomNightsBonus)
089194716----[Mr Redentor Zapanta](2014-12-17 11:35:38)(17/Sep/1982)(l88e02@qq.com)(78 Raphael Crescent, Frankston, VIC 3199)(Tertiary education ID: 4893737)(Plan: FreedomNightsBonus)
089194617----[Mr Renaye Obrien](2014-12-17 12:09:50)(3/Oct/1983)(y6sv7q@yeah.net)(3A Thornton Crescent, Mitcham, VIC 3132)(Tertiary education ID: 3012613)(Plan: FreedomNightsBonus)
089227490----[Mr Roberta Connolly](2014-12-17 12:12:02)(16/Aug/1970)(f5gd2w@yeah.net)(78 Raphael Crescent, Frankston, VIC 3199)(Tertiary education ID: 2197680)(Plan: FreedomNightsBonus)
089227177----[Mr Rose Nguyen](2014-12-17 12:14:18)(15/Nov/1973)(vu7s1v@live.com)(21 Jamboree Avenue, Frankston South, VIC 3199)(Tertiary education ID: 8929925)(Plan: FreedomNightsBonus)
089227227----[Mr Ryan Dowling](2014-12-17 12:16:45)(8/Aug/1970)(bl63c3@163.com)(5 Leake Court, Altona Meadows, VIC 3028)(Tertiary education ID: 316479)(Plan: FreedomNightsBonus)
